Sr.,Stock Name,Symbol,Links,%Chg,Price,Volume
"891","Capital Small Finance Bank Ltd","CAPITALSFB","P&F | F.A","0.36","263.65","13772"
"892","JTEKT India Ltd","JTEKTINDIA","P&F | F.A","0.36","143.91","27225"
"893","GMR Airports Ltd","GMRAIRPORT","P&F | F.A","0.36","104.72","37718841"
"894","Motilal Oswal Nifty 200 Momentum 30 ETF","MOMOMENTUM","P&F | F.A","0.36","63.76","46137"
"895","Motilal Oswal BSE India Infrastructure ETF","MOINFRA","P&F | F.A","0.36","58.64","1202"
"896","Nifty IT","CNXIT","P&F | F.A","0.35","38408.05","0"
"897","D.P. Abhushan Ltd","DPABHUSHAN","P&F | F.A","0.35","1439.80","4139"
"898","Gna Axles Limited","GNA","P&F | F.A","0.35","304.90","8942"
"899","S H Kelkar And Company Limited","SHK","P&F | F.A","0.35","167.47","86134"
"900","Lloyds Enterprises Ltd","LLOYDSENT","P&F | F.A","0.35","58.14","1007744"
"901","Eris Lifesciences","ERIS","P&F | F.A","0.34","1577.60","32210"
"902","Bharat Bond ETF - April 2032","BBETF0432","P&F | F.A","0.34","1309.94","322"
"903","G R Infraprojects Ltd","GRINFRA","P&F | F.A","0.34","1029.60","10864"
"904","India Tourism Development Corporation Ltd","ITDC","P&F | F.A","0.34","553.05","4912"
"905","20 Microns Limited","20MICRONS","P&F | F.A","0.34","191.14","37747"
"906","HDFC Nifty Small Cap 250 ETF","HDFCSML250","P&F | F.A","0.34","165.84","660116"
"907","Race Eco Chain Ltd","RACE","P&F | F.A","0.34","149.00","1452"
"908","UTI S&P BSE Sensex Next 50 ETF","UTISXN50","P&F | F.A","0.34","93.28","4741"
"909","Mirae Asset Nifty Smallcap 250 Momen.Quali. 100ETF","SMALLCAP","P&F | F.A","0.34","43.98","763757"
"910","NIFTYSMALLCAP250","NIFTYSMALLCAP250","P&F | F.A","0.33","16450.90","0"
"911","Havells India Limited","HAVELLS","P&F | F.A","0.33","1414.20","492107"
"912","Krishna Institute of Medical Sciences Ltd","KIMS","P&F | F.A","0.33","664.75","218911"
"913","Ghcl Limited","GHCL","P&F | F.A","0.33","578.10","19087"
"914","Tci Express Limited","TCIEXP","P&F | F.A","0.33","566.50","3080"
"915","The United Nilgiri Tea Estates Company Limited","UNITEDTEA","P&F | F.A","0.33","444.95","3259"
"916","Fusion Micro Finance Ltd","FUSION","P&F | F.A","0.33","159.14","102467"
"917","Smartlink Network Systems Limited","SMARTLINK","P&F | F.A","0.33","132.99","526"
"918","DSP MSCI India ETF","MSCIADD","P&F | F.A","0.33","30.58","23178"
"919","Jindal Worldwide Limited","JINDWORLD","P&F | F.A","0.33","30.27","178525"
"920","Chemfab Alkalis Ltd","CHEMFAB","P&F | F.A","0.32","463.70","11795"
"921","Hinduja Global Solutions Limited","HGS","P&F | F.A","0.32","449.20","8022"
"922","SBI - ETF Quality","SBIETFQLTY","P&F | F.A","0.32","230.18","1255"
"923","Motilal Oswal S&P BSE Quality ETF Fund","MOQUALITY","P&F | F.A","0.32","198.38","863"
"924","MIC Electronics Ltd","MICEL","P&F | F.A","0.32","44.14","226996"
"925","3P Land Holdings Ltd","3PLAND","P&F | F.A","0.32","37.80","6729"
"926","NIFTY200QUALITY30","NIFTY200QUALITY30","P&F | F.A","0.31","21288.25","0"
"927","Pidilite Industries Limited","PIDILITIND","P&F | F.A","0.31","1481.40","259792"
"928","LIC Nomura MF ETF - SENSEX","LICNETFSEN","P&F | F.A","0.31","956.00","160"
"929","DC Infotech & Communication Ltd","DCI","P&F | F.A","0.31","242.95","1688"
"930","Sreeleathers Limited","SREEL","P&F | F.A","0.31","219.35","5396"
"931","Birla Cable Limited","BIRLACABLE","P&F | F.A","0.31","134.10","12111"
"932","ICICI Prudential Nifty PSU Bank ETF","PSUBNKIETF","P&F | F.A","0.31","83.53","58305"
"933","Nippon India ETF Nifty IT","ITBEES","P&F | F.A","0.31","42.18","3611029"
"934","Medplus Health Services Ltd","MEDPLUS","P&F | F.A","0.30","807.00","45392"
"935","Black Box Ltd","BBOX","P&F | F.A","0.30","518.10","78556"
"936","Dev Information Technology Ltd","DEVIT","P&F | F.A","0.30","37.20","26906"
"937","Motilal Oswal Nifty 100 ETF","MONIFTY100","P&F | F.A","0.30","26.68","426"
"938","Godfrey Phillips India Limited","GODFRYPHLP","P&F | F.A","0.29","2860.00","72570"
"939","Tata Chemicals Limited","TATACHEM","P&F | F.A","0.29","761.05","159568"
"940","Sheela Foam Limited","SFL","P&F | F.A","0.29","579.20","65687"
"941","Jayant Agro Organics Limited","JAYAGROGN","P&F | F.A","0.29","204.87","5390"
"942","NDL Ventures Ltd","NDLVENTURE","P&F | F.A","0.29","90.19","4498"
"943","ICICI Prudential IT ETF","ITIETF","P&F | F.A","0.29","42.12","245588"
"944","Bombay Burmah Trading Corporation Limited","BBTC","P&F | F.A","0.28","1874.70","13367"
"945","HBL Engineering Ltd","HBLENGINE","P&F | F.A","0.28","814.05","419086"
"946","Siyaram Silk Mills Limited","SIYSIL","P&F | F.A","0.28","651.85","17741"
"947","Cello World Ltd","CELLO","P&F | F.A","0.28","572.50","27400"
"948","Brooks Laboratories Limited","BROOKS","P&F | F.A","0.28","98.31","21770"
"949","LIC MF Nifty Midcap 100 ETF","LICNMID100","P&F | F.A","0.28","60.51","5135"
"950","Suzlon Energy Limited","SUZLON","P&F | F.A","0.28","53.17","20467182"
"951","Indigo Paints Ltd","INDIGOPNTS","P&F | F.A","0.27","1237.20","23999"
"952","Olectra Greentech Ltd","OLECTRA","P&F | F.A","0.27","1216.80","191381"
"953","Jindal Drilling And Industries Limited","JINDRILL","P&F | F.A","0.27","507.05","43092"
"954","Savita Oil Technologies Limited","SOTL","P&F | F.A","0.27","373.75","5483"
"955","K.P. Energy Ltd","KPEL","P&F | F.A","0.27","348.75","129093"
"956","Atlas Cycles (haryana) Limited","ATLASCYCLE","P&F | F.A","0.27","93.00","680"
"957","Central Bank Of India","CENTRALBK","P&F | F.A","0.27","36.52","2586701"
"958","STL Networks Ltd","STLNETWORK","P&F | F.A","0.27","22.65","540272"
"959","Ace Integrated Solutions Ltd","ACEINTEG","P&F | F.A","0.27","21.90","857"
"960","Hero Motocorp Limited","HEROMOTOCO","P&F | F.A","0.26","5975.50","432305"
"961","Jindal Steel & Power Limited","JINDALSTEL","P&F | F.A","0.26","1032.20","225196"
"962","Mahindra Lifespace Developers Limited","MAHLIFE","P&F | F.A","0.26","402.40","44635"
"963","UTI Nifty IT ETF","NIFITETF","P&F | F.A","0.26","398.12","436"
"964","Star Cement Ltd","STARCEMENT","P&F | F.A","0.26","222.15","130723"
"965","SBFC Finance Ltd","SBFC","P&F | F.A","0.26","105.60","417554"
"966","Mukta Arts Limited","MUKTAARTS","P&F | F.A","0.26","61.45","1058"
"967","Mayur Uniquoters Ltd","MAYURUNIQ","P&F | F.A","0.25","488.45","6736"
"968","Mazda Limited","MAZDA","P&F | F.A","0.25","221.58","10473"
"969","Tamil Nadu Newsprint & Papers Limited","TNPL","P&F | F.A","0.25","143.42","18205"
"970","JTL Industries Ltd","JTLIND","P&F | F.A","0.25","61.04","243111"
"971","Trent Limited","TRENT","P&F | F.A","0.24","4085.30","296895"
"972","Sun Pharmaceuticals Industries Limited","SUNPHARMA","P&F | F.A","0.24","1797.80","861116"
"973","Natco Pharma Limited","NATCOPHARM","P&F | F.A","0.24","907.85","529431"
"974","Mirae Asset Nifty Bank ETF","BANKETF","P&F | F.A","0.24","603.48","2193"
"975","Bharat Electronics Limited","BEL","P&F | F.A","0.24","390.40","6740044"
"976","Harsha Engineers International Ltd","HARSHA","P&F | F.A","0.24","374.10","8873"
"977","Nippon India ETF  Nifty Dividend Opportunities 50","DIVOPPBEES","P&F | F.A","0.24","81.88","32409"
"978","ICICI Prudential FMCG ETF","FMCGIETF","P&F | F.A","0.24","58.74","452803"
"979","The Ugar Sugar Works Limited","UGARSUGAR","P&F | F.A","0.24","45.02","184316"
"980","Kotak Nifty Chemicals ETF","CHEMICAL","P&F | F.A","0.24","28.71","907514"
"981","Shoppers Stop Limited","SHOPERSTOP","P&F | F.A","0.23","440.00","50164"
"982","Redington (india) Limited","REDINGTON","P&F | F.A","0.23","281.30","1516445"
"983","RBZ Jewellers Ltd","RBZJEWEL","P&F | F.A","0.23","141.30","47783"
"984","Ht Media Limited","HTMEDIA","P&F | F.A","0.23","22.20","25007"
"985","Invesco India Gold ETF","IVZINGOLD","P&F | F.A","0.22","11601.25","323"
"986","LG Electronics India Ltd","LGEINDIA","P&F | F.A","0.22","1575.00","190857"
"987","Neogen Chemicals Ltd","NEOGEN","P&F | F.A","0.22","1092.10","292102"
"988","India Glycols Limited","INDIAGLYCO","P&F | F.A","0.22","1070.10","34880"
"989","Rishabh Instruments Ltd","RISHABH","P&F | F.A","0.22","401.55","17118"
"990","Bharat Petroleum Corporation Limited","BPCL","P&F | F.A","0.22","365.85","3770635"
"991","Windsor Machines Limited","WINDMACHIN","P&F | F.A","0.22","277.80","14545"
"992","Groww Nifty Next 50 ETF","GROWWNXT50","P&F | F.A","0.22","68.78","11192"
"993","NIFTY50VALUE30","NIFTY50VALUE30","P&F | F.A","0.21","5828.95","0"
"994","Mastek Limited","MASTEK","P&F | F.A","0.21","2176.90","9087"
"995","SBI Life Insurance Company Ltd","SBILIFE","P&F | F.A","0.21","2030.20","357609"
"996","Computer Age Management Services Ltd","CAMS","P&F | F.A","0.21","756.80","274065"
"997","Mirae Asset Nifty Next 50 ETF","NEXT50","P&F | F.A","0.21","703.50","7284"
"998","Kalyan Jewellers India Ltd","KALYANKJIL","P&F | F.A","0.21","480.30","1361087"
"999","HLE Glascoat Ltd","HLEGLAS","P&F | F.A","0.21","462.45","17627"
"1000","Til Limited","TIL","P&F | F.A","0.21","267.50","5198"
"1001","Arisinfra Solutions Ltd","ARISINFRA","P&F | F.A","0.21","125.82","109439"
"1002","Motilal Oswal Nifty Next 50 ETF","MONEXT50","P&F | F.A","0.21","68.10","3564"
"1003","Mrf Limited","MRF","P&F | F.A","0.20","152850.00","2002"
"1004","CNXSMALLCAP","CNXSMALLCAP","P&F | F.A","0.20","17425.15","0"
"1005","Teamlease Services Limited","TEAMLEASE","P&F | F.A","0.20","1605.80","13091"
"1006","Axis Banking ETF","AXISBNKETF","P&F | F.A","0.20","611.60","4716"
"1007","Sheetal Cool Products Ltd","SCPL","P&F | F.A","0.20","284.40","47578"
"1008","Nippon India ETF Nifty 50 Value 20","NV20BEES","P&F | F.A","0.20","154.98","15432"
"1009","Rolex Rings Ltd","ROLEXRINGS","P&F | F.A","0.20","133.56","1996936"
"1010","Kanoria Chemicals & Industries Limited","KANORICHEM","P&F | F.A","0.20","76.50","25428"
"1011","Mirae Asset Nifty 100 ESG Sector Leaders ETF","ESG","P&F | F.A","0.20","44.32","4286"
"1012","BLS E-Services Ltd","BLSE","P&F | F.A","0.19","217.68","97050"
"1013","Global Vectra Helicorp Limited","GLOBALVECT","P&F | F.A","0.19","198.90","3087"
"1014","Motilal Oswal Silver ETF","MOSILVER","P&F | F.A","0.19","190.99","84582"
"1015","Khadim India Ltd","KHADIM","P&F | F.A","0.19","171.60","35304"
"1016","MOMGF","MOMGF","P&F | F.A","0.19","151.76","552"
"1017","Apeejay Surrendra Park Hotels Ltd","PARKHOTELS","P&F | F.A","0.19","132.29","293004"
"1018","Nestle India Limited","NESTLEIND","P&F | F.A","0.18","1240.50","443569"
"1019","Symphony Limited","SYMPHONY","P&F | F.A","0.18","870.95","13227"
"1020","Agarwal Industrial Corporation Limited","AGARIND","P&F | F.A","0.18","686.65","19277"
"1021","Shanthi Gears Limited","SHANTIGEAR","P&F | F.A","0.18","471.30","5531"
"1022","Coal India Limited","COALINDIA","P&F | F.A","0.18","384.05","1178287"
"1023","BEML Land Assets Ltd","BLAL","P&F | F.A","0.18","205.41","5209"
"1024","DSP S&P BSE Sensex ETF","SENSEXADD","P&F | F.A","0.18","87.21","1158"
"1025","Sarla Performance Fibers Limited","SARLAPOLY","P&F | F.A","0.18","85.80","51514"
"1026","Kotak Nifty 100 Low Vol 30 ETF","LOWVOL1","P&F | F.A","0.18","21.93","38855"
"1027","LTI Mindtree Ltd","LTIM","P&F | F.A","0.17","6295.00","67921"
"1028","Siemens Limited","SIEMENS","P&F | F.A","0.17","3150.00","497393"
"1029","Godrej Industries Limited","GODREJIND","P&F | F.A","0.17","1018.30","18046"
"1030","Chennai Petroleum Corporation Limited","CHENNPETRO","P&F | F.A","0.17","929.00","419613"
"1031","Bhartiya International Limited","BIL","P&F | F.A","0.17","760.55","1364"
"1032","BANKNIFTY1","BANKNIFTY1","P&F | F.A","0.17","614.23","23576"
"1033","Nippon India ETF NIFTY 100","NIF100BEES","P&F | F.A","0.17","280.50","10093"
"1034","ICICI Prudential Nifty 100 Low Volatility 30 ETF","LOWVOLIETF","P&F | F.A","0.17","23.16","4468806"
"1035","NIFTYSMALLCAP50","NIFTYSMALLCAP50","P&F | F.A","0.16","8519.10","0"
"1036","Bajaj Electricals Limited","BAJAJELEC","P&F | F.A","0.16","477.15","63966"
"1037","Mangal Electrical Industries Ltd","MEIL","P&F | F.A","0.16","370.80","34797"
"1038","Vardhman Special Steels Limited","VSSL","P&F | F.A","0.16","289.35","23565"
"1039","ICICI Prudential Nifty Commodities ETF","COMMOIETF","P&F | F.A","0.16","94.22","54458"
"1040","Aditya Birla Sun Life Banking ETF","ABSLBANETF","P&F | F.A","0.16","60.74","10846"
"1041","Texmo Pipes And Products Limited","TEXMOPIPES","P&F | F.A","0.16","50.12","12437"
"1042","Glenmark Pharmaceuticals Limited","GLENMARK","P&F | F.A","0.15","1978.00","190958"
"1043","SBI ETF Nifty Bank","SETFNIFBK","P&F | F.A","0.15","608.82","13240"
"1044","LIC Nomura MF ETF - Nifty 100","LICNFNHGP","P&F | F.A","0.15","289.71","326"
"1045","UTI Nifty Midcap 150 ETF","NIFMID150","P&F | F.A","0.15","222.99","724"
"1046","Tokyo Plast International Limited","TOKYOPLAST","P&F | F.A","0.15","112.90","4095"
"1047","Emami Paper Mills Ltd","EMAMIPAP","P&F | F.A","0.15","89.67","2618"
"1048","Edelweiss BSE Sensex ETF","ESENSEX","P&F | F.A","0.15","85.55","347"
"1049","Edelweiss Nifty Bank ETF","EBANKNIFTY","P&F | F.A","0.15","60.02","988"
"1050","ICICI Prudential S&P BSE 500 ETF","BSE500IETF","P&F | F.A","0.15","40.11","46866"
"1051","SBI Nifty50 Equal Weight ETF","SBINEQWETF","P&F | F.A","0.15","33.40","9907"
"1052","Larsen & Toubro Limited","LT","P&F | F.A","0.14","4080.00","635049"
"1053","Tech Mahindra Limited","TECHM","P&F | F.A","0.14","1580.60","520477"
"1054","Bharat Bond ETF - April 2031","EBBETF0431","P&F | F.A","0.14","1396.97","4155"
"1055","Axis Technology ETF Regular Growth","AXISTECETF","P&F | F.A","0.14","417.33","3568"
"1056","Megasoft Limited","MEGASOFT","P&F | F.A","0.14","184.00","35847"
"1057","Uco Bank","UCOBANK","P&F | F.A","0.14","29.10","3189147"
"1058","Nippon India ETF Nifty 8-13 yr G-Sec LongTerm Gilt","LTGILTBEES","P&F | F.A","0.14","29.08","3183435"
"1059","Aditya Birla Sun Life Nifty 200 Quality 30 ETF","NIFTYQLITY","P&F | F.A","0.14","22.07","11826"
"1060","Raj Rayon Industries Ltd","RAJRILTD","P&F | F.A","0.14","21.80","15089"
"1061","CNXNIFTYJUNIOR","CNXNIFTYJUNIOR","P&F | F.A","0.13","68602.05","0"
"1062","NIFTY100LOWVOL30","NIFTY100LOWVOL30","P&F | F.A","0.13","21063.05","0"
"1063","NIFTYMETAL","NIFTYMETAL","P&F | F.A","0.13","10550.25","0"
"1064","SML Mahindra Ltd","SMLMAH","P&F | F.A","0.13","3770.00","24596"
"1065","Dr. Reddy's Laboratories Limited","DRREDDY","P&F | F.A","0.13","1280.90","536760"
"1066","Shree Vasu Logistics Ltd","SVLL","P&F | F.A","0.13","720.40","418"
"1067","Bajaj Healthcare Ltd","BAJAJHCARE","P&F | F.A","0.13","413.55","69921"
"1068","Afcons Infrastructure Ltd","AFCONS","P&F | F.A","0.13","400.20","83210"
"1069","Dynemic Products Ltd","DYNPRO","P&F | F.A","0.13","271.85","7098"
"1070","Mirae Asset NYSE FANG+ ETF","MAFANG","P&F | F.A","0.13","176.26","475539"
"1071","Power & Instrumentation (Gujarat) Ltd","PIGL","P&F | F.A","0.13","134.39","19568"
"1072","HDFC S&P BSE Sensex ETF","HDFCSENSEX","P&F | F.A","0.13","96.16","11782"
"1073","HDFC Nifty Banking ETF","HDFCNIFBAN","P&F | F.A","0.13","60.95","50011"
"1074","BANKNIFTY","BANKNIFTY","P&F | F.A","0.12","59459.35","0"
"1075","Blue Dart Express Limited","BLUEDART","P&F | F.A","0.12","5400.00","21526"
"1076","Abb India Limited","ABB","P&F | F.A","0.12","5284.50","151532"
"1077","NIFTYGSCOMPSITE","NIFTYGSCOMPSITE","P&F | F.A","0.12","3039.71","0"
"1078","Adani Enterprises Limited","ADANIENT","P&F | F.A","0.12","2285.10","363822"
"1079","Maithan Alloys Limited","MAITHANALL","P&F | F.A","0.12","949.95","9183"
"1080","Somany Ceramics Limited","SOMANYCERA","P&F | F.A","0.12","420.00","4286"
"1081","Eternal Ltd","ETERNAL","P&F | F.A","0.12","298.40","11297120"
"1082","Delphi World Money Ltd","DELPHIFX","P&F | F.A","0.12","251.37","26947"
"1083","Dam Capital Advisors Ltd","DAMCAPITAL","P&F | F.A","0.12","212.54","183399"
"1084","Max India Ltd","MAXIND","P&F | F.A","0.12","191.63","12149"
"1085","NIFTY50TR1XINV","NIFTY50TR1XINV","P&F | F.A","0.12","163.95","0"
"1086","HDFC Nifty 50 Value 20 ETF","HDFCVALUE","P&F | F.A","0.12","139.17","1910"
"1087","Indogulf Cropsciences Ltd","IGCL","P&F | F.A","0.12","84.09","84817"
"1088","Univastu India Ltd","UNIVASTU","P&F | F.A","0.12","66.26","2972"
"1089","Tirupati Forge Ltd","TIRUPATIFL","P&F | F.A","0.12","32.85","62072"
"1090","Tata Consultancy Services Limited","TCS","P&F | F.A","0.11","3224.00","799711"
"1091","Thangamayil Jewellery Limited","THANGAMAYL","P&F | F.A","0.11","3200.00","24199"
"1092","Stylam Industries Ltd","STYLAMIND","P&F | F.A","0.11","2230.00","48643"
"1093","Nilkamal Limited","NILKAMAL","P&F | F.A","0.11","1421.00","1098"
"1094","Lenskart Solutions Ltd","LENSKART","P&F | F.A","0.11","406.40","327933"
"1095","Goldiam International Limited","GOLDIAM","P&F | F.A","0.11","371.85","197166"
"1096","Advanced Enzyme Technologies Limited","ADVENZYMES","P&F | F.A","0.11","310.30","24037"
"1097","Indostar Capital Finance Ltd","INDOSTAR","P&F | F.A","0.11","242.75","24636"
"1098","Ppap Automotive Limited","PPAP","P&F | F.A","0.11","218.46","2193"
"1099","Ugro Capital Ltd","UGROCAP","P&F | F.A","0.11","171.42","77414"
"1100","Bedmutha Industries Limited","BEDMUTHA","P&F | F.A","0.11","101.70","3064"
"1101","Jagran Prakashan Limited","JAGRAN","P&F | F.A","0.11","70.19","62683"
"1102","Maral Overseas Limited","MARALOVER","P&F | F.A","0.11","45.84","5757"
"1103","Malu Paper Mills Limited","MALUPAPER","P&F | F.A","0.11","36.50","1637"
"1104","Punjab & Sind Bank","PSB","P&F | F.A","0.11","27.74","533601"
"1105","Peninsula Land Limited","PENINLAND","P&F | F.A","0.11","26.73","65637"
"1106","NIFTYTATA25CAP","NIFTYTATA25CAP","P&F | F.A","0.10","14929.80","0"
"1107","NIFTYINDTOURISM","NIFTYINDTOURISM","P&F | F.A","0.10","8524.55","0"
"1108","Veedol Corporation Ltd","VEEDOL","P&F | F.A","0.10","1641.90","2574"
"1109","Sanathan Textiles Ltd","SANATHAN","P&F | F.A","0.10","450.50","2694"
"1110","Sunteck Realty Limited","SUNTECK","P&F | F.A","0.10","401.15","35105"
"1111","Diamines & Chemicals Ltd","DIAMINESQ","P&F | F.A","0.10","262.00","1580"
"1112","NIFTY50PR1XINV","NIFTY50PR1XINV","P&F | F.A","0.10","200.35","0"
"1113","Balmer Lawrie & Company Limited","BALMLAWRIE","P&F | F.A","0.10","177.99","99215"
"1114","Nippon India ETF Nifty India Consumption","CONSUMBEES","P&F | F.A","0.10","135.78","95533"
"1115","Umiya Buildcon Ltd","UMIYA-MRO","P&F | F.A","0.10","87.20","2807"
"1116","The Byke Hospitality Ltd","BYKE","P&F | F.A","0.10","52.26","30180"
"1117","Lloyds Engineering Works Ltd","LLOYDSENGG","P&F | F.A","0.10","52.14","2104800"
"1118","Motilal Oswal S&P BSE Low Volatility ETF","MOLOWVOL","P&F | F.A","0.10","38.86","1273"
"1119","Kotak Nifty MNC ETF","MNC","P&F | F.A","0.10","30.92","33285"
"1120","Axis Nifty500 Value 50 ETF","AXISVALUE","P&F | F.A","0.10","30.52","16415"
"1121","DSP Nifty Private Bank ETF","PVTBANKADD","P&F | F.A","0.10","29.12","17092"
"1122","Allied Blenders & Distillers Ltd","ABDL","P&F | F.A","0.09","625.35","116959"
"1123","Nahar Spinning Mills Limited","NAHARSPING","P&F | F.A","0.09","199.65","4579"
"1124","Diamond Power Infrastructure Ltd","DIACABS","P&F | F.A","0.09","140.81","807926"
"1125","Blue Coast Hotels Limited","BLUECOAST","P&F | F.A","0.09","34.90","1838"
"1126","Apar Industries Limited","APARINDS","P&F | F.A","0.08","9031.00","10980"
"1127","Wockhardt Limited","WOCKPHARMA","P&F | F.A","0.08","1342.30","132417"
"1128","Global Education Ltd","GLOBAL","P&F | F.A","0.08","89.10","29315"
"1129","Mangalam Drugs And Organics Limited","MANGALAM","P&F | F.A","0.08","25.22","20991"
"1130","NIFTY50VALUE20","NIFTY50VALUE20","P&F | F.A","0.07","13228.55","0"
"1131","NIFTY100LIQ15","NIFTY100LIQ15","P&F | F.A","0.07","7466.00","0"
"1132","Banco Products (i) Limited","BANCOINDIA","P&F | F.A","0.07","711.15","192729"
"1133","Fairchem Organics Ltd","FAIRCHEMOR","P&F | F.A","0.07","682.40","5975"
"1134","Ttk Prestige Limited","TTKPRESTIG","P&F | F.A","0.07","641.00","4835"
"1135","Akums Drugs & Pharmaceuticals Ltd","AKUMS","P&F | F.A","0.07","423.35","20434"
"1136","Mamata Machinery Ltd","MAMATA","P&F | F.A","0.07","420.50","23936"
